Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104,192.168.5.105,192.168.5.106,192.168.5.107,192.168.5.108,192.168.5.109,192.168.5.110
1646045953,14,33.6000003816,3.4000000954,3.5999999046,3.4000000954,3.5,3.2000000477,3.4000000954,3.4000000954,3.2000000477,3.2999999523,3.2000000477
1646045954,15,34.0000002385,3.4000000954,3.7000000477,3.4000000954,3.5999999046,3.2999999523,3.5,3.4000000954,3.2000000477,3.2999999523,3.2000000477
1646045955,16,34.9000003339,3.4000000954,3.7000000477,3.4000000954,3.5999999046,3.2999999523,3.5,3.2999999523,3.9000000954,3.4000000954,3.4000000954
1646045956,17,34.500000477,3.2000000477,3.4000000954,3.5,3.2999999523,3.4000000954,3.7000000477,3.2999999523,3.9000000954,3.4000000954,3.4000000954
1646045957,18,34.2000002862,3.2000000477,3.4000000954,3.5,3.2999999523,3.4000000954,3.7000000477,3.2999999523,3.4000000954,3.5,3.5
1646045958,19,34.2000002862,3.2000000477,3.4000000954,3.5,3.2999999523,3.4000000954,3.7000000477,3.2999999523,3.4000000954,3.5,3.5
1646045959,20,34.9000000954,3.5,3.5999999046,3.5,3.5,3.4000000954,3.7000000477,3.2999999523,3.4000000954,3.5,3.5
1646045960,21,34.5,3.5,3.5999999046,3.5,3.5,3.4000000954,3.2999999523,3.5,3.4000000954,3.5999999046,3.2000000477
1646045961,22,34.5,3.5,3.5999999046,3.5,3.5,3.4000000954,3.2999999523,3.5,3.4000000954,3.5999999046,3.2000000477
1646045962,23,34.0999999046,3.2999999523,3.5999999046,3.2999999523,3.4000000954,3.5,3.2999999523,3.5,3.4000000954,3.5999999046,3.2000000477
1646045963,24,34.0999999046,3.2999999523,3.5999999046,3.2999999523,3.4000000954,3.5,3.5,3.5,3.2999999523,3.4000000954,3.2999999523
1646045964,25,34.3000004293,3.4000000954,3.4000000954,3.4000000954,3.4000000954,3.4000000954,3.7999999523,3.5,3.2999999523,3.4000000954,3.2999999523
1646045965,26,34.1000006201,3.4000000954,3.4000000954,3.4000000954,3.4000000954,3.4000000954,3.7999999523,3.2000000477,3.4000000954,3.4000000954,3.2999999523
1646045966,27,34.1000006201,3.4000000954,3.4000000954,3.4000000954,3.4000000954,3.4000000954,3.7999999523,3.2000000477,3.4000000954,3.4000000954,3.2999999523
1646045967,28,34.3000006678,3.4000000954,3.4000000954,3.4000000954,3.4000000954,3.4000000954,3.7999999523,3.2000000477,3.4000000954,3.4000000954,3.5
1646045968,29,34.5,3.4000000954,3.5,3.4000000954,3.5999999046,3.5,3.5,3.2999999523,3.2999999523,3.5,3.5
1646045969,30,34.5,3.4000000954,3.5,3.4000000954,3.5999999046,3.5,3.5,3.2999999523,3.2999999523,3.5,3.5
1646045970,31,35.1999998092,3.4000000954,3.5999999046,3.5999999046,3.5999999046,3.9000000954,3.5,3.2999999523,3.2999999523,3.5,3.5
1646045971,32,35.1999998092,3.4000000954,3.5999999046,3.5999999046,3.5999999046,3.9000000954,3.5,3.2999999523,3.2999999523,3.5,3.5
1646045972,33,35.4999997615,3.4000000954,3.5999999046,3.5999999046,3.5999999046,3.9000000954,3.5,3.5,3.5,3.5999999046,3.2999999523
1646045973,34,35.2999997138,3.2000000477,3.5999999046,3.5999999046,3.5999999046,3.9000000954,3.5,3.5,3.5,3.5999999046,3.2999999523
1646045974,35,34.1999998092,3.2000000477,3.2999999523,3.2999999523,3.5999999046,3.4000000954,3.5,3.5,3.5,3.5999999046,3.2999999523
1646045975,36,33.7999999523,3.2000000477,3.2999999523,3.2999999523,3.5999999046,3.4000000954,3.5,3.5,3.2999999523,3.4000000954,3.2999999523
1646045976,37,33.5,3.2000000477,3.4000000954,3.2999999523,3.2999999523,3.2999999523,3.5,3.5,3.2999999523,3.4000000954,3.2999999523
1646045977,38,33.5,3.2000000477,3.4000000954,3.2999999523,3.2999999523,3.2999999523,3.5,3.5,3.2999999523,3.4000000954,3.2999999523
1646045978,39,33.7000000477,3.2000000477,3.4000000954,3.2999999523,3.2999999523,3.2999999523,3.5,3.2999999523,3.5,3.4000000954,3.5
1646045979,40,34.5999999046,3.5,3.5999999046,3.5999999046,3.4000000954,3.2999999523,3.5,3.2999999523,3.5,3.4000000954,3.5
1646045980,41,34.3999998569,3.5,3.5999999046,3.5999999046,3.4000000954,3.2999999523,3.5,3.2999999523,3.2999999523,3.5,3.4000000954
1646045981,42,34.3999998569,3.5,3.5999999046,3.5999999046,3.4000000954,3.2999999523,3.5,3.2999999523,3.2999999523,3.5,3.4000000954
1646045982,43,34.7000000477,3.7999999523,3.5,3.4000000954,3.5,3.7000000477,3.2999999523,3.2999999523,3.2999999523,3.5,3.4000000954
1646045983,44,34.7000000477,3.7999999523,3.5,3.4000000954,3.5,3.7000000477,3.2999999523,3.5,3.2999999523,3.4000000954,3.2999999523
1646045984,45,34.7000000477,3.7999999523,3.5,3.4000000954,3.5,3.7000000477,3.2999999523,3.5,3.2999999523,3.4000000954,3.2999999523
1646045985,46,34.7000000477,3.7999999523,3.5,3.4000000954,3.5,3.7000000477,3.2999999523,3.5,3.2999999523,3.4000000954,3.2999999523
1646045986,47,34,3.2999999523,3.5,3.2999999523,3.5,3.4000000954,3.5,3.5,3.2999999523,3.4000000954,3.2999999523
1646045987,48,33.8000001908,3.2999999523,3.5,3.2999999523,3.5,3.4000000954,3.5,3.4000000954,3.2000000477,3.4000000954,3.2999999523
1646045988,49,33.6000006201,3.4000000954,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.4000000954,3.2000000477,3.4000000954,3.2999999523
1646045989,50,33.6000006201,3.4000000954,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.4000000954,3.2000000477,3.4000000954,3.2999999523
1646045990,51,33.9000003339,3.4000000954,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3.5,3.5,3.2999999523
1646045991,52,34.000000477,3.4000000954,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3.5,3.5,3.4000000954
1646045992,53,35.0000002385,3.4000000954,3.5999999046,3.5,3.7000000477,3.4000000954,3.5,3.5,3.4000000954,3.5999999046,3.4000000954
1646045993,54,35.0000002385,3.4000000954,3.5999999046,3.5,3.7000000477,3.4000000954,3.5,3.5,3.4000000954,3.5999999046,3.4000000954
1646045994,55,37.5000007154,3.4000000954,3.7000000477,3.4000000954,4.3000001907,3.4000000954,5.4000000954,3.5,3.4000000954,3.5999999046,3.4000000954
1646045995,56,38.500000477,3.4000000954,3.7000000477,3.4000000954,4.3000001907,3.4000000954,5.4000000954,3.4000000954,3.2999999523,4,4.1999998093
1646045996,57,38.1000003816,3.2999999523,3.4000000954,3.4000000954,4.3000001907,3.4000000954,5.4000000954,3.4000000954,3.2999999523,4,4.1999998093
1646045997,58,37.299999714,3.2999999523,3.4000000954,3.5,4.0999999046,3.4000000954,4.6999998093,3.4000000954,3.2999999523,4,4.1999998093
1646045998,59,37.299999714,3.2999999523,3.4000000954,3.5,4.0999999046,3.4000000954,4.6999998093,3.4000000954,3.2999999523,4,4.1999998093
1646045999,60,37.6000001431,3.5,3.4000000954,3.4000000954,4.0999999046,3.4000000954,4.6999998093,3.4000000954,3.2999999523,4.3000001907,4.0999999046
1646046000,61,37.7000005245,3.5,3.4000000954,3.4000000954,4.0999999046,3.4000000954,4.8000001907,3.4000000954,3.2999999523,4.3000001907,4.0999999046
1646046001,62,37.7000005245,3.5,3.4000000954,3.4000000954,4.0999999046,3.4000000954,4.8000001907,3.4000000954,3.2999999523,4.3000001907,4.0999999046
1646046002,63,38.6000006199,3.5,3.4000000954,3.4000000954,4.0999999046,3.4000000954,4.8000001907,3.2999999523,3.4000000954,4.3000001907,5
1646046003,64,39.0000007152,3.5,3.5,3.5,4.3000001907,3.4000000954,4.8000001907,3.2999999523,3.4000000954,4.3000001907,5
1646046004,65,38.7000002861,3.5,3.5,3.5,4.3000001907,3.5999999046,4.1999998093,3.4000000954,3.4000000954,4.3000001907,5
1646046005,66,38.1000001431,3.5,3.5,3.5,4.3000001907,3.5999999046,4.1999998093,3.4000000954,3.2000000477,4.5,4.4000000954
1646046006,67,38.0999996662,3.2999999523,3.5999999046,3.2999999523,4.5999999046,3.5999999046,4.1999998093,3.4000000954,3.2000000477,4.5,4.4000000954
1646046007,68,38.2999994754,3.2999999523,3.5999999046,3.2999999523,4.5999999046,3.5999999046,4.1999998093,3.5,3.2999999523,4.5,4.4000000954
1646046008,69,37.9999992847,3.2999999523,3.5999999046,3.2999999523,4.5999999046,3.5999999046,4.1999998093,3.5,3.2999999523,4.4000000954,4.1999998093
1646046009,70,37.1999995709,3.2999999523,3.5,3.4000000954,4.0999999046,3.2999999523,4.1999998093,3.5,3.2999999523,4.4000000954,4.1999998093
1646046010,71,37.4999995233,3.2999999523,3.5,3.4000000954,4.0999999046,3.2999999523,4.1999998093,3.4000000954,3.4000000954,4.6999998093,4.1999998093
1646046011,72,37.6999998094,3.2999999523,3.5,3.4000000954,4.0999999046,3.2999999523,4.1999998093,3.4000000954,3.4000000954,4.6999998093,4.4000000954
1646046012,73,38.5000002383,3.4000000954,4.0999999046,3.2999999523,3.9000000954,3.2999999523,4.0999999046,3.2999999523,3.5,4.3000001907,5.3000001907
1646046013,74,38.6000001429,3.5,4.0999999046,3.2999999523,3.9000000954,3.2999999523,4.0999999046,3.2999999523,3.5,4.3000001907,5.3000001907
1646046014,75,38.6000001429,3.5,4.0999999046,3.2999999523,3.9000000954,3.2999999523,4.0999999046,3.2999999523,3.5,4.3000001907,5.3000001907
1646046015,76,39.7000005244,3.5,3.5999999046,3.5,4.9000000954,3.5,4.3000001907,3.2999999523,3.5,4.3000001907,5.3000001907
1646046016,77,39.5000002384,3.2999999523,3.5,3.5,4.9000000954,3.5,4.3000001907,3.5,4,4,5
1646046017,78,39.0000000001,3.2999999523,3.5,3.4000000954,5.1999998093,3.4000000954,3.7000000477,3.5,4,4,5
1646046018,79,38.7999999525,3.2999999523,3.5,3.4000000954,5.1999998093,3.4000000954,3.7000000477,3.4000000954,3.7000000477,4.1999998093,5
1646046019,80,38.7999999525,3.2999999523,3.5,3.4000000954,5.1999998093,3.4000000954,3.7000000477,3.4000000954,3.7000000477,4.1999998093,5
1646046020,81,38.5999999048,3.2999999523,3.4000000954,3.2999999523,5.1999998093,3.4000000954,3.7000000477,3.4000000954,3.7000000477,4.1999998093,5
1646046021,82,37.9000000954,3.2999999523,3.4000000954,3.2999999523,4.8000001907,3.2999999523,3.5,3.4000000954,3.7000000477,4.1999998093,5
1646046022,83,37.9999997616,3.4000000954,3.5,3.7000000477,4.6999998093,3.2999999523,3.5,3.2999999523,4.3000001907,4.1999998093,4.0999999046
1646046023,84,38.1999998093,3.4000000954,3.5,3.7000000477,4.6999998093,3.4000000954,3.5999999046,3.2999999523,4.3000001907,4.1999998093,4.0999999046
1646046024,85,38.1999998093,3.4000000954,3.5,3.7000000477,4.6999998093,3.4000000954,3.5999999046,3.2999999523,4.3000001907,4.1999998093,4.0999999046
1646046025,86,38.0999999047,3.4000000954,3.5,3.7000000477,4.6999998093,3.4000000954,3.5999999046,3.2999999523,4.5,4.0999999046,3.9000000954
1646046026,87,37.7999999522,3.2999999523,3.2999999523,3.4000000954,4.8000001907,3.5999999046,3.5999999046,3.2999999523,4.5,4.0999999046,3.9000000954
1646046027,88,38.0000002383,3.2999999523,3.2999999523,3.4000000954,4.8000001907,3.5999999046,3.7999999523,3.5,4.3000001907,4.0999999046,3.9000000954
1646046028,89,37.4000003337,3.2999999523,3.2999999523,3.4000000954,4.8000001907,3.5999999046,3.7999999523,3.5,4.3000001907,4,3.4000000954
1646046029,90,37.9999997616,3.2000000477,3.2999999523,4.5999999046,5.0999999046,3.4000000954,3.5999999046,3.2999999523,3.9000000954,4.1999998093,3.4000000954
1646046030,91,37.9999997616,3.2000000477,3.2999999523,4.5999999046,5.0999999046,3.4000000954,3.5999999046,3.2999999523,3.9000000954,4.1999998093,3.4000000954
1646046031,92,37.9999997617,3.4000000954,3.5,4.5,4.6999998093,3.5,3.5,3.2999999523,3.9000000954,4.1999998093,3.5
1646046032,93,37.9999997617,3.4000000954,3.5,4.5,4.6999998093,3.5,3.5,3.2999999523,3.9000000954,4.1999998093,3.5
1646046033,94,38.0999999047,3.4000000954,3.5,4.5,4.6999998093,3.5,3.5,3.4000000954,4.0999999046,4,3.5
1646046034,95,38.4999997616,3.7999999523,3.5,4.5,4.6999998093,3.5,3.5,3.4000000954,4.0999999046,4,3.5
1646046035,96,39.3000001906,3.7999999523,3.5999999046,4.3000001907,5.3000001907,3.5,3.7999999523,3.4000000954,4.0999999046,4,3.5
1646046036,97,39.1000001429,3.7999999523,3.5999999046,4.3000001907,5.3000001907,3.5,3.7999999523,3.4000000954,4.0999999046,3.7999999523,3.5
1646046037,98,38.700000286,3.5,3.5,4.3000001907,5.3000001907,3.5,3.7999999523,3.4000000954,4.0999999046,3.7999999523,3.5
1646046038,99,37.5000000001,3.5,3.5,4.4000000954,4.1999998093,3.4000000954,3.7000000477,3.4000000954,4.0999999046,3.7999999523,3.5
1646046039,100,37.6999998093,3.5,3.5,4.4000000954,4.1999998093,3.4000000954,3.7000000477,3.5,4.0999999046,3.7999999523,3.5999999046
1646046040,101,38.5999999047,4.5,3.4000000954,4.4000000954,4.1999998093,3.4000000954,3.7000000477,3.5,4.0999999046,3.7999999523,3.5999999046
1646046041,102,38.7999999523,4.5,3.4000000954,4.4000000954,4.5,3.4000000954,3.5999999046,3.5,4.0999999046,3.7999999523,3.5999999046
1646046042,103,38.4000000954,4.5,3.4000000954,4.4000000954,4.5,3.4000000954,3.5999999046,3.2999999523,4,3.7999999523,3.5
1646046043,104,39.7999994754,4.5999999046,3.7999999523,5.0999999046,4.6999998093,3.4000000954,3.5999999046,3.2999999523,4,3.7999999523,3.5
1646046044,105,39.89999938,4.5999999046,3.7999999523,5.0999999046,4.6999998093,3.5999999046,3.5,3.2999999523,4,3.7999999523,3.5
