timestamp,p1,p2,p3,p4,p5,p6,p9,p10,p11,p12,p13,p14,Total_Energy
timestamp,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104,192.168.5.105,192.168.5.106,192.168.5.107,192.168.5.108,192.168.5.109,192.168.5.110,192.168.5.111,192.168.5.112,Total_Energy
1645846134,3.5,3.5,3.5,3.5,3.5999999046,3.5,3.9000000954,3.5,3.5999999046,3.4000000954,3.4000000954,3.5,42.4000000954
1645846135,3.5,3.5,3.5,3.5,3.5999999046,3.5,3.9000000954,3.5,3.5999999046,3.4000000954,3.4000000954,3.5,42.4000000954
1645846136,3.5,3.5,3.5,3.5,3.5999999046,3.5,3.9000000954,3.5,3.5999999046,3.4000000954,3.4000000954,3.5,42.4000000954
1645846137,3.2000000477,3.5999999046,3.5,3.5,3.5999999046,3.5,3.5999999046,3.2999999523,3.5999999046,3.4000000954,3.2000000477,3.2999999523,41.2999997138
1645846138,3.2000000477,3.5999999046,3.2999999523,3.4000000954,3.5,3.5,3.5999999046,3.2999999523,3.5999999046,3.4000000954,3.2000000477,3.2999999523,40.8999998569
1645846139,3.2999999523,3.2999999523,3.7999999523,3.4000000954,3.5,3.5,3.5,3.2999999523,3.4000000954,3.2999999523,3.0999999046,3.5,40.8999998569
1645846140,3.2999999523,3.2999999523,3.7999999523,3.4000000954,3.5,3.5,3.5,3.2999999523,3.4000000954,3.2999999523,3.0999999046,3.5,40.8999998569
1645846141,3.2999999523,3.2999999523,3.7999999523,3.2999999523,3.4000000954,3.5,3.5,3.2999999523,3.4000000954,3.2999999523,3.0999999046,3.5,40.6999998092
1645846142,3.4000000954,4.0999999046,3.5,4,3.2999999523,3.5,3.2000000477,3.7999999523,3.7999999523,3.4000000954,3.2999999523,3.5999999046,42.8999998569
1645846143,3.4000000954,4.0999999046,3.5,4,3.2999999523,3.5,3.2000000477,3.7999999523,3.7999999523,3.4000000954,3.2999999523,3.5999999046,42.8999998569
1645846144,3.4000000954,4.0999999046,3.5,4,3.2999999523,3.5,3.5999999046,3.4000000954,3.7999999523,3.4000000954,3.2999999523,3.5999999046,42.8999998569
