Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
individuals,ID0000038,2832.000.000,192.168.5.102,1645846172,1645846186,1645847048,1645847050,1645847050,1645847050,1645847055,14,864,5
individuals,ID0000033,2834.000.000,192.168.5.102,1645846172,1645846186,1645847063,1645847065,1645847065,1645847065,1645847070,14,879,5
individuals,ID0000001,2848.000.000,192.168.5.101,1645846188,1645847559,1645847866,1645847866,1645847866,1645847867,1645847871,1371,307,5
stage_in_remote_local_0,1,2826.000.000,192.168.5.10,1645846157,1645846157,1645846159,1645846162,1645846162,1645846162,1645846167,0,5,5
individuals,ID0000048,2842.000.000,192.168.5.101,1645846182,1645846876,1645847562,1645847566,1645847566,1645847566,1645847571,694,690,5
individuals,ID0000006,2845.000.000,192.168.5.102,1645846183,1645847064,1645847987,1645847991,1645847991,1645847991,1645847996,881,927,5
stage_in_remote_local_2,0,2821.000.000,192.168.5.10,1645846152,1645846152,1645846154,1645846157,1645846157,1645846158,1645846162,0,5,5
individuals,ID0000039,2833.000.000,192.168.5.102,1645846172,1645846186,1645847047,1645847050,1645847050,1645847050,1645847055,14,864,5
mutation_overlap,ID0000063,2887.000.000,192.168.5.101,1645855560,1645855581,1645855705,1645855705,1645855705,1645855705,1645855710,21,124,5
frequency,ID0000062,2884.000.000,192.168.5.102,1645855559,1645855561,1645856373,1645856376,1645856376,1645856376,1645856381,2,815,5
individuals,ID0000008,2854.000.000,192.168.5.102,1645846193,1645848043,1645848961,1645848963,1645848963,1645848964,1645848968,1850,920,5
individuals,ID0000009,2855.000.000,192.168.5.102,1645846193,1645848043,1645848951,1645848953,1645848953,1645848953,1645848958,1850,910,5
individuals,ID0000042,2858.000.000,192.168.5.101,1645846198,1645848314,1645849003,1645849003,1645849003,1645849004,1645849008,2116,689,5
individuals,ID0000037,2831.000.000,192.168.5.102,1645846172,1645846186,1645847059,1645847060,1645847060,1645847061,1645847065,14,874,5
individuals,ID0000032,2840.000.000,192.168.5.101,1645846177,1645846863,1645847540,1645847541,1645847541,1645847541,1645847546,686,678,5
individuals,ID0000019,2868.000.000,192.168.5.101,1645846209,1645849606,1645850283,1645850285,1645850285,1645850285,1645850290,3397,679,5
DAGMAN,,2819.0,,1645846133,,,,,,1645856647,,,
individuals,ID0000046,2851.000.000,192.168.5.101,1645846193,1645847871,1645848542,1645848547,1645848547,1645848547,1645848552,1678,676,5
stage_in_remote_local_0,0,2823.000.000,192.168.5.10,1645846152,1645846154,1645846157,1645846157,1645846157,1645846158,1645846162,2,3,5
individuals,ID0000017,2862.000.000,192.168.5.102,1645846203,1645848956,1645849870,1645849874,1645849874,1645849874,1645849879,2753,918,5
mutation_overlap,ID0000065,2889.000.000,192.168.5.101,1645855565,1645855581,1645855702,1645855705,1645855705,1645855705,1645855710,16,124,5
stage_in_local_local_0,2,2830.000.000,192.168.5.10,1645846157,1645846159,1645846161,1645846162,1645846162,1645846162,1645846167,2,3,5
individuals,ID0000004,2841.000.000,192.168.5.101,1645846182,1645846876,1645847557,1645847561,1645847561,1645847562,1645847566,694,685,5
frequency,ID0000056,2894.000.000,192.168.5.101,1645855570,1645855761,1645856513,1645856516,1645856516,1645856517,1645856521,191,755,5
individuals,ID0000030,2838.000.000,192.168.5.101,1645846177,1645846201,1645846868,1645846870,1645846870,1645846870,1645846875,24,669,5
cleanup_1000-genome_0,local,2899.000.000,192.168.5.10,1645856637,1645856637,1645856640,1645856642,1645856642,1645856642,1645856647,0,5,5
individuals,ID0000003,2852.000.000,192.168.5.102,1645846193,1645847977,1645848862,1645848867,1645848867,1645848867,1645848872,1784,890,5
individuals,ID0000020,2879.000.000,192.168.5.101,1645846219,1645850618,1645851259,1645851260,1645851260,1645851261,1645851265,4399,642,5
stage_in_local_local_2,1,2828.000.000,192.168.5.10,1645846157,1645846157,1645846162,1645846162,1645846162,1645846162,1645846167,0,5,5
individuals,ID0000014,2867.000.000,192.168.5.101,1645846209,1645849237,1645849921,1645849924,1645849924,1645849924,1645849929,3028,687,5
individuals,ID0000043,2859.000.000,192.168.5.101,1645846198,1645848547,1645849213,1645849218,1645849218,1645849218,1645849223,2349,671,5
create_dir_1000-genome_0,local,2820.000.000,192.168.5.10,1645846137,1645846138,1645846141,1645846142,1645846142,1645846142,1645846147,1,4,5
individuals,ID0000021,2880.000.000,192.168.5.102,1645846219,1645850724,1645851350,1645851350,1645851350,1645851350,1645851355,4505,626,5
mutation_overlap,ID0000059,2896.000.000,192.168.5.101,1645855570,1645856180,1645856275,1645856275,1645856275,1645856276,1645856281,610,95,6
stage_in_local_local_0,0,2824.000.000,192.168.5.10,1645846152,1645846154,1645846157,1645846157,1645846157,1645846158,1645846162,2,3,5
frequency,ID0000054,2891.000.000,192.168.5.102,1645855565,1645855760,1645856606,1645856611,1645856611,1645856611,1645856616,195,851,5
individuals,ID0000018,2863.000.000,192.168.5.102,1645846203,1645848966,1645849885,1645849889,1645849889,1645849890,1645849894,2763,923,5
individuals,ID0000010,2869.000.000,192.168.5.101,1645846209,1645849738,1645850425,1645850425,1645850425,1645850425,1645850430,3529,687,5
frequency,ID0000058,2886.000.000,192.168.5.102,1645855559,1645855581,1645856439,1645856441,1645856441,1645856442,1645856446,22,860,5
individuals,ID0000012,2865.000.000,192.168.5.101,1645846204,1645849060,1645849733,1645849734,1645849734,1645849734,1645849739,2856,674,5
individuals,ID0000044,2847.000.000,192.168.5.101,1645846188,1645847559,1645848223,1645848226,1645848226,1645848227,1645848231,1371,667,5
