timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1646512789, ,3.2999999523,3.4000000954,3.5,3.4000000954,3.5,3.4000000954,0,0,3.4000000954,3.4000000954,3.2999999523,3.5,3.2000000477,3.4000000954
1646512790, ,3.2999999523,4.1999998093,3.2999999523,3.2999999523,3.2999999523,3.4000000954,0,0,3.4000000954,3.4000000954,3.2999999523,3.5,3.2000000477,3.4000000954
1646512791, ,3.2999999523,4.1999998093,3.2999999523,3.2999999523,3.2999999523,3.4000000954,0,0,3.2000000477,3.2999999523,3.4000000954,3.5,3.2000000477,3.4000000954
1646512792, ,3.2999999523,4.1999998093,3.2999999523,3.2999999523,3.2999999523,3.4000000954,0,0,3.2000000477,3.2999999523,3.4000000954,3.2999999523,3.2999999523,3.4000000954
1646512793, ,3.5,3.5,3.2999999523,3.4000000954,3.5,3.4000000954,0,0,3.2999999523,3.4000000954,3.5,3.2999999523,3.2999999523,3.4000000954
1646512794, ,3.5,3.5,3.2999999523,3.4000000954,3.5,3.4000000954,0,0,3.2999999523,3.4000000954,3.5,3.2999999523,3.2999999523,3.4000000954
1646512795, ,3.4000000954,3.4000000954,3.4000000954,3.2999999523,3.5,3.5,0,0,3.2999999523,3.4000000954,3.5,3.2999999523,3.2999999523,3.5999999046
1646512796, ,3.4000000954,3.4000000954,3.4000000954,3.2999999523,3.5,3.5,0,0,3.2999999523,3.4000000954,3.5,3.2999999523,3.2999999523,3.5999999046
1646512797, ,3.4000000954,3.4000000954,3.4000000954,3.2999999523,3.5,3.5,0,0,3.5,3.4000000954,3.4000000954,3.5,3.2999999523,3.2999999523
1646512798, ,3.4000000954,3.2999999523,3.4000000954,3.2999999523,3.5,3.5,0,0,3.5,3.4000000954,3.4000000954,3.5,3.2999999523,3.2999999523
