timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12
1644580140, ,2.9000000954,3.2999999523,3.0999999046,3.2999999523,3.2999999523,3.5,3.2000000477,3.4000000954,3.5999999046,3.2999999523,2.9000000954,3.7000000477
1644580141, ,3.0999999046,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.2999999523,3.5,3.4000000954,3.5999999046,3.2999999523,2.9000000954,3.7000000477
1644580142, ,3.0999999046,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.2999999523,3.5,3.4000000954,3.5,3.5,2.9000000954,3.2999999523
1644580143, ,3.0999999046,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.2999999523,3.5,3.4000000954,3.5,3.5,2.9000000954,3.2999999523
1644580144, ,3.0999999046,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.2999999523,3.5,3.4000000954,3.5,3.5,2.9000000954,3.2999999523
1644580145, ,3.2999999523,3.5,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.5,3.4000000954,3,3.7999999523
1644580146, ,3.2999999523,3.5,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.5,3.4000000954,3,3.7999999523
1644580147, ,3.2000000477,3.4000000954,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.4000000954,3.5,3.4000000954,3,3.7999999523
1644580148, ,3.2000000477,3.4000000954,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.4000000954,3.5999999046,3.2999999523,2.9000000954,3.2999999523
1644580149, ,3.2000000477,3.4000000954,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3.5999999046,3.2999999523,2.9000000954,3.2999999523
1644580150, ,3.2000000477,3.4000000954,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.5,2.9000000954,3.4000000954
1644580151, ,3.5,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.4000000954,3.5,3.5,3.4000000954,3.5,2.9000000954,3.4000000954
1644580152, ,3.5,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.4000000954,3.5,3.5,3.4000000954,3.5,2.9000000954,3.4000000954
1644580153, ,3.2999999523,3.5,3.0999999046,3.5,3.2999999523,3.4000000954,3.5,3.5,3.4000000954,3.5,2.9000000954,3.4000000954
1644580154, ,3.2999999523,3.5,3.0999999046,3.5,3.2999999523,3.5,3.2999999523,3.4000000954,3.5,3.4000000954,3,3.4000000954
1644580155, ,3.2999999523,3.5,3.0999999046,3.5,3.2999999523,3.5,3.2999999523,3.4000000954,3.5,3.4000000954,3,3.4000000954
1644580156, ,3.2999999523,3.5,3.0999999046,3.5,3.2999999523,3.5,3.2999999523,3.4000000954,3.5,3.4000000954,3,3.4000000954
1644580157, ,3.0999999046,3.4000000954,3.2000000477,3.2000000477,3.2999999523,3.4000000954,3.5,3.2999999523,3.4000000954,3.4000000954,2.9000000954,3.4000000954
1644580158, ,3.0999999046,3.4000000954,3.2000000477,3.2000000477,3.2999999523,3.4000000954,3.5,3.2999999523,3.4000000954,3.4000000954,2.9000000954,3.5
1644580159, ,3.0999999046,3.4000000954,3.2000000477,3.2000000477,3.2999999523,3.4000000954,3.5,3.2999999523,3.4000000954,3.4000000954,2.9000000954,3.5
1644580160, ,3.0999999046,3.2999999523,3.2000000477,3.5999999046,3.2999999523,3.4000000954,3.5,3.2999999523,3.4000000954,3.2999999523,2.9000000954,3.5
1644580161, ,3.0999999046,3.2999999523,3.2000000477,3.5999999046,3.2000000477,3.5,3.5,3.4000000954,3.4000000954,3.2999999523,3.0999999046,3.2999999523
1644580162, ,3.0999999046,3.2999999523,3.2000000477,3.5999999046,3.2000000477,3.5,3.5,3.4000000954,3.4000000954,3.2999999523,3.0999999046,3.2999999523
1644580163, ,3.2999999523,3.4000000954,3.2000000477,3.5999999046,3.2000000477,3.5,3.5,3.4000000954,3.5999999046,3.2999999523,3,3.4000000954
1644580164, ,3.2999999523,3.4000000954,3.2000000477,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.5999999046,3.2999999523,3,3.4000000954
1644580165, ,3.5,3.2999999523,3.2000000477,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3,3.4000000954
1644580166, ,3.5,3.2999999523,3.2000000477,3.2000000477,3.5,3.5999999046,3.5,3.2999999523,3.4000000954,3.4000000954,2.9000000954,3.2999999523
1644580167, ,3.5,3.2999999523,3.2000000477,3.2000000477,3.5,3.5999999046,3.5,3.2999999523,3.4000000954,3.4000000954,2.9000000954,3.2999999523
1644580168, ,3.4000000954,3.2999999523,3.2000000477,3.2000000477,3.5,3.5999999046,3.5,3.2999999523,3.4000000954,3.4000000954,2.9000000954,3.2999999523
1644580169, ,3.4000000954,3.2999999523,3.2000000477,3.2000000477,3.5,3.5999999046,3.5,3.2999999523,3.4000000954,3.2999999523,3,3.4000000954
1644580170, ,3.4000000954,3.2999999523,3,3.4000000954,3.5,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3,3.4000000954
1644580171, ,3.4000000954,3.2999999523,3,3.4000000954,3.5,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3,3.4000000954
1644580172, ,3,3.4000000954,3,3.2999999523,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.2999999523,3,3.4000000954
