Timestamp,Time,Node IP,Node ID,WaitingJobs,mAdd,mBackground,mBgModel,mConcatFit,mDiffFit,mImgtbl,mProject,mViewer,TotalJobs,NodeActive,Energy,Utilization,comp_mAdd,comp_mBackground,comp_mBgModel,comp_mConcatFit,comp_mDiffFit,comp_mImgtbl,comp_mProject,comp_mViewer,comp_TotalJobs
1611643163, 0, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643163, 0, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643163, 0, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643163, 0, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643163, 0, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0,0,0,0,0,0,0,0,0,0
1611643164, 1, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643164, 1, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643164, 1, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643164, 1, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643164, 1, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0,0,0,0,0,0,0,0,0,0
1611643165, 2, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643165, 2, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643165, 2, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643165, 2, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643165, 2, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0,0,0,0,0,0,0,0,0,0
1611643166, 3, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643166, 3, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643166, 3, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643166, 3, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643166, 3, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0,0,0,0,0,0,0,0,0,0
1611643167, 4, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643167, 4, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.40000009537,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643167, 4, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643167, 4, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643167, 4, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13.20000004769,0,0,0,0,0,0,0,0,0,0
1611643168, 5, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643168, 5, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643168, 5, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643168, 5, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643168, 5, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13,0,0,0,0,0,0,0,0,0,0
1611643169, 6, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643169, 6, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643169, 6, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643169, 6, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643169, 6, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13.20000004768,0,0,0,0,0,0,0,0,0,0
1611643170, 7, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643170, 7, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643170, 7, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643170, 7, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643170, 7, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13.20000004768,0,0,0,0,0,0,0,0,0,0
1611643171, 8, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643171, 8, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643171, 8, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643171, 8, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643171, 8, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13.20000004768,0,0,0,0,0,0,0,0,0,0
1611643172, 9, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.40000009537,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643172, 9, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643172, 9, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.09999990463,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643172, 9, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643172, 9, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13,0,0,0,0,0,0,0,0,0,0
1611643173, 10, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.40000009537,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643173, 10, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643173, 10, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.09999990463,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643173, 10, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643173, 10, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13,0,0,0,0,0,0,0,0,0,0
1611643174, 11, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.40000009537,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643174, 11, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643174, 11, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.09999990463,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643174, 11, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643174, 11, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13,0,0,0,0,0,0,0,0,0,0
1611643175, 12, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.40000009537,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643175, 12, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643175, 12, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.09999990463,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643175, 12, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643175, 12, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13,0,0,0,0,0,0,0,0,0,0
1611643176, 13, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.40000009537,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643176, 13, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643176, 13, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.09999990463,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643176, 13, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643176, 13, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13,0,0,0,0,0,0,0,0,0,0
1611643177, 14, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643177, 14, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.20000004768,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643177, 14, 192.168.1.163, 3,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.09999990463,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643177, 14, 192.168.1.164, 4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643177, 14, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,12.89999985695,0,0,0,0,0,0,0,0,0,0
1611643178, 15, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611643178, 15, 192.168.1.162, 2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.40000009537,0, 0, 0, 0, 0, 0, 0, 0, 0,0
