DAGMAN_STARTED,DAGMAN_FINISHED,FirstSubmit,FirstWorkSubmit,FinalWorkSuccess,FinalSuccess,dag_time,flow_time,work_time
1612335774,1612340407,1612335778,1612335889,1612340295,1612340402,4633,4624,4406
