1612335778 INTERNAL *** MONITORD_STARTED ***
1612335774 INTERNAL *** DAGMAN_STARTED 19571.0 ***
1612335778 create_dir_montage_0_local SUBMIT 19572.0 local - 1
1612335779 create_dir_montage_0_local EXECUTE 19572.0 local - 1
1612335782 create_dir_montage_0_local JOB_TERMINATED 19572.0 local - 1
1612335783 create_dir_montage_0_local JOB_SUCCESS 0 local - 1
1612335783 create_dir_montage_0_local POST_SCRIPT_STARTED 19572.0 local - 1
1612335783 create_dir_montage_0_local POST_SCRIPT_TERMINATED 19572.0 local - 1
1612335788 create_dir_montage_0_local POST_SCRIPT_SUCCESS 0 local - 1
1612335793 stage_in_remote_local_2_0 SUBMIT 19573.0 local - 2
1612335794 stage_in_remote_local_2_0 EXECUTE 19573.0 local - 2
1612335794 stage_in_remote_local_1_0 SUBMIT 19574.0 local - 3
1612335794 stage_in_remote_local_0_0 SUBMIT 19575.0 local - 4
1612335794 stage_in_local_local_0_0 SUBMIT 19576.0 local - 5
1612335794 stage_in_remote_local_7_0 SUBMIT 19577.0 local - 6
1612335798 stage_in_remote_local_2_0 JOB_TERMINATED 19573.0 local - 2
1612335800 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1612335800 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 19573.0 local - 2
1612335799 stage_in_remote_local_1_0 EXECUTE 19574.0 local - 3
1612335799 stage_in_remote_local_0_0 EXECUTE 19575.0 local - 4
1612335799 stage_in_local_local_0_0 EXECUTE 19576.0 local - 5
1612335799 stage_in_remote_local_7_0 EXECUTE 19577.0 local - 6
1612335800 stage_in_remote_local_6_0 SUBMIT 19578.0 local - 7
1612335800 stage_in_remote_local_5_0 SUBMIT 19579.0 local - 8
1612335800 stage_in_remote_local_4_0 SUBMIT 19580.0 local - 9
1612335800 stage_in_remote_local_3_0 SUBMIT 19581.0 local - 10
1612335800 stage_in_remote_local_1_1 SUBMIT 19582.0 local - 11
1612335801 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 19573.0 local - 2
1612335805 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1612335802 stage_in_remote_local_1_0 JOB_TERMINATED 19574.0 local - 3
1612335805 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1612335805 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 19574.0 local - 3
1612335802 stage_in_remote_local_0_0 JOB_TERMINATED 19575.0 local - 4
1612335805 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1612335805 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 19575.0 local - 4
1612335802 stage_in_remote_local_7_0 JOB_TERMINATED 19577.0 local - 6
1612335805 stage_in_remote_local_7_0 JOB_SUCCESS 0 local - 6
1612335805 stage_in_remote_local_7_0 POST_SCRIPT_STARTED 19577.0 local - 6
1612335804 stage_in_remote_local_3_0 EXECUTE 19581.0 local - 10
1612335804 stage_in_remote_local_6_0 EXECUTE 19578.0 local - 7
1612335804 stage_in_remote_local_1_1 EXECUTE 19582.0 local - 11
1612335804 stage_in_remote_local_5_0 EXECUTE 19579.0 local - 8
1612335804 stage_in_remote_local_4_0 EXECUTE 19580.0 local - 9
1612335805 stage_in_remote_local_0_1 SUBMIT 19583.0 local - 12
1612335805 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 19575.0 local - 4
1612335811 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 4
1612335805 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 19574.0 local - 3
1612335811 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 3
1612335805 stage_in_remote_local_7_0 POST_SCRIPT_TERMINATED 19577.0 local - 6
1612335811 stage_in_remote_local_7_0 POST_SCRIPT_SUCCESS 0 local - 6
1612335807 stage_in_remote_local_1_1 JOB_TERMINATED 19582.0 local - 11
1612335811 stage_in_remote_local_1_1 JOB_SUCCESS 0 local - 11
1612335811 stage_in_remote_local_1_1 POST_SCRIPT_STARTED 19582.0 local - 11
