timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12
1644500575, ,2.9000000954,3.2999999523,3,3.2999999523,3.5,3.4000000954,3.2999999523,3.4000000954,3.5,3.4000000954,2.9000000954,3.5999999046
1644500576, ,3,3.2999999523,3,3.2999999523,3.5,3.4000000954,3.2999999523,3.4000000954,3.5,3.4000000954,2.9000000954,3.5999999046
1644500577, ,3,3.7000000477,3.0999999046,3.2000000477,3.2999999523,3.2999999523,3.5,3.2999999523,3.5,3.4000000954,2.9000000954,3.5999999046
1644500578, ,3,3.7000000477,3.0999999046,3.2000000477,3.2999999523,3.2999999523,3.5,3.2999999523,3.4000000954,3.4000000954,3,3.2999999523
1644500579, ,3,3.7000000477,3.0999999046,3.2000000477,3.2999999523,3.2999999523,3.5,3.2999999523,3.4000000954,3.4000000954,3,3.2999999523
1644500580, ,3,3.7000000477,3.0999999046,3.2000000477,3.2999999523,3.2999999523,3.5,3.2999999523,3.4000000954,3.4000000954,3,3.2999999523
1644500581, ,3,3.4000000954,3.2000000477,3.4000000954,3.2999999523,3.7999999523,3.2000000477,3.2000000477,3.5,3.2999999523,2.9000000954,3.4000000954
1644500582, ,3,3.4000000954,3.2000000477,3.4000000954,3.2999999523,3.7999999523,3.2000000477,3.2000000477,3.5,3.2999999523,2.9000000954,3.4000000954
1644500583, ,3,3.4000000954,3.2000000477,3.4000000954,3.2999999523,3.7999999523,3.2000000477,3.2000000477,3.5,3.2999999523,2.9000000954,3.4000000954
1644500584, ,3,3.2000000477,3.0999999046,3.4000000954,3.2999999523,3.5,3.5,3.2000000477,3.5,3.2999999523,2.9000000954,3.4000000954
1644500585, ,3,3.2000000477,3.0999999046,3.4000000954,3.2999999523,3.5,3.5,3.5,3.4000000954,3.5,3,3.2999999523
1644500586, ,3,3.2000000477,3.0999999046,3.4000000954,3.2999999523,3.5,3.5,3.5,3.4000000954,3.5,3,3.2999999523
1644500587, ,3.4000000954,3.4000000954,3.2000000477,3.2000000477,3.2999999523,3.4000000954,3.5,3.5,3.4000000954,3.5,3,3.2999999523
1644500588, ,3.4000000954,3.4000000954,3.2000000477,3.2000000477,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3.5999999046,3.2999999523,3,3.7000000477
1644500589, ,3.2999999523,3.4000000954,3.2000000477,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3.5999999046,3.2999999523,3,3.7000000477
1644500590, ,3.2999999523,3.4000000954,3.2000000477,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.5,2.9000000954,3.7000000477
1644500591, ,3.2999999523,3.4000000954,3.2000000477,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.4000000954,3.4000000954,3.5,2.9000000954,3.7000000477
1644500592, ,3.4000000954,3.2999999523,3.0999999046,3.4000000954,3.5,3.4000000954,3.4000000954,3.4000000954,3.4000000954,3.5,2.9000000954,3.5
