DAGMAN_STARTED,DAGMAN_FINISHED,FirstSubmit,FirstWorkSubmit,FinalWorkSuccess,FinalSuccess,dag_time,flow_time,work_time
1646045938,1646053032,1646045942,1646045978,1646052996,1646053026,7094,7084,7018
