timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12
1644625451, ,3.2000000477,3.2999999523,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.0999999046,3.4000000954,3.5,3.5,3,3.2999999523
1644625452, ,3.2000000477,3.2999999523,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.0999999046,3.4000000954,3.5,3.5,3,3.2999999523
1644625453, ,3.2000000477,3.2999999523,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.0999999046,3.4000000954,3.5,3.2999999523,3,3.2999999523
1644625454, ,3.2000000477,3.2999999523,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.0999999046,3.4000000954,3.5,3.2999999523,3,3.2999999523
1644625455, ,3.2999999523,3.2999999523,3.0999999046,3.4000000954,3.5,3.5,3.5,3.2999999523,3.5,3.2999999523,3,3.2999999523
1644625456, ,3.2999999523,3.2999999523,3.0999999046,3.4000000954,3.5,3.5,3.5,3.2999999523,3.4000000954,3.5,2.9000000954,3.4000000954
1644625457, ,3.2999999523,3.2999999523,3.0999999046,3.4000000954,3.5,3.5,3.5,3.2999999523,3.4000000954,3.5,2.9000000954,3.4000000954
1644625458, ,3.4000000954,3.5,3.0999999046,3.4000000954,3.2999999523,3.2999999523,3.5,3.5,3.5,3.5,3,3.7999999523
1644625459, ,3.4000000954,3.5,3.0999999046,3.4000000954,3.2999999523,3.2999999523,3.5,3.5,3.5,3.5,3,3.7999999523
1644625460, ,3.4000000954,3.5,3.0999999046,3.4000000954,3.2999999523,3.2999999523,3.5,3.5,3.5,3.5,3,3.7999999523
1644625461, ,3,3.5,3.2000000477,3.2000000477,3.4000000954,3.7000000477,3.5,3.5,3.5,3.5,3,3.7999999523
1644625462, ,3,3.5,3.2000000477,3.2000000477,3.4000000954,3.7000000477,3.5,3.4000000954,3.5,3.4000000954,2.9000000954,3.7999999523
1644625463, ,3,3.5,3.2000000477,3.2000000477,3.4000000954,3.7000000477,3.5,3.4000000954,3.5,3.4000000954,2.9000000954,3.2999999523
1644625464, ,3.0999999046,3.5,3.2000000477,3.4000000954,3.4000000954,3.4000000954,3.5,3.2999999523,3.5,3.4000000954,2.9000000954,3.2999999523
1644625465, ,3.0999999046,3.5,3.2000000477,3.4000000954,3.4000000954,3.4000000954,3.5,3.2999999523,3.4000000954,3.4000000954,2.9000000954,3.2999999523
1644625466, ,2.9000000954,3.5,3.2000000477,3.2000000477,3.2999999523,3.4000000954,3.5,3.2999999523,3.4000000954,3.4000000954,2.9000000954,3.2999999523
1644625467, ,2.9000000954,3.5,3.2000000477,3.2000000477,3.2999999523,3.4000000954,3.5,3.2999999523,3.5,3.4000000954,2.9000000954,3.2999999523
1644625468, ,2.9000000954,3.5,3.2000000477,3.2000000477,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.5,3.2999999523,3,3.5999999046
1644625469, ,2.9000000954,3.5,3.2000000477,3.2000000477,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.5,3.2999999523,3,3.5999999046
1644625470, ,2.9000000954,3.2999999523,3.0999999046,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.5,3.2999999523,3,3.5999999046
1644625471, ,2.9000000954,3.2999999523,3.0999999046,3.2999999523,3.2999999523,3.4000000954,3.5,3.2000000477,3.2999999523,3.2999999523,3,3.5999999046
1644625472, ,3.4000000954,3.5,3.2999999523,3.2999999523,3.2999999523,3.4000000954,3.5,3.2000000477,3.2999999523,4.0999999046,2.9000000954,3.5999999046
1644625473, ,3.4000000954,3.5,3.2999999523,3.2999999523,3.2999999523,3.4000000954,3.5,3.2000000477,3.2999999523,4.0999999046,2.9000000954,3.5999999046
1644625474, ,3.4000000954,3.5,3.2999999523,3.4000000954,3.2999999523,3.2999999523,3.2000000477,3.2999999523,3.2999999523,4.0999999046,2.9000000954,3.5999999046
1644625475, ,3.4000000954,3.5,3.2999999523,3.4000000954,3.2999999523,3.2999999523,3.2000000477,3.2999999523,3.4000000954,3.5,3.0999999046,3.5
1644625476, ,3.2999999523,3.2000000477,3.2000000477,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.5,3.0999999046,3.5
1644625477, ,3.2999999523,3.2000000477,3.2000000477,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.5,3.0999999046,3.5
1644625478, ,3.4000000954,3.2000000477,3.2000000477,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.2999999523,2.9000000954,3.5
1644625479, ,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.4000000954,3.5,3.2999999523,3.4000000954,3.2999999523,2.9000000954,3.5
1644625480, ,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.4000000954,3.5,3.2999999523,3.4000000954,3.5,2.9000000954,3.2999999523
1644625481, ,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.4000000954,3.5,3.2999999523,3.4000000954,3.5,2.9000000954,3.2999999523
1644625482, ,3.2999999523,3.5,3.2000000477,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.5,3.4000000954,3.5,2.9000000954,3.2999999523
1644625483, ,3.2999999523,3.5,3.2000000477,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.5,3.4000000954,3.5,2.9000000954,3.2999999523
1644625484, ,3.2999999523,3.5,3.2000000477,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.5,3.5,3.2000000477,3.0999999046,3.5999999046
1644625485, ,3.2999999523,3.5,3.2000000477,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.5,3.5,3.2000000477,3.0999999046,3.5999999046
1644625486, ,3.2999999523,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.4000000954,3.5,3.4000000954,3.5,3.2000000477,3.0999999046,3.5999999046
1644625487, ,3.2999999523,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.4000000954,3.5,3.4000000954,3.5,3.2999999523,2.9000000954,3.5999999046
1644625488, ,3.2999999523,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.4000000954,3.5,3.4000000954,3.5,3.2999999523,2.9000000954,3.5999999046
1644625489, ,3.4000000954,3.5,3.2999999523,3.2999999523,3.2999999523,3.5,3.4000000954,3.4000000954,3.5,3.2999999523,2.9000000954,3.5999999046
1644625490, ,3.4000000954,3.5,3.2999999523,3.2999999523,3.2999999523,3.5,3.4000000954,3.2999999523,3.4000000954,3.5,3.7000000477,3.2999999523
1644625491, ,3.9000000954,3.4000000954,4,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.5,3.7000000477,3.2999999523
1644625492, ,3.9000000954,3.4000000954,4,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.2999999523,2.9000000954,3.2999999523
1644625493, ,3.9000000954,3.4000000954,4,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.2999999523,2.9000000954,3.2999999523
1644625494, ,4.1999998093,3.2000000477,4.1999998093,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.2999999523,2.9000000954,3.5999999046
1644625495, ,4.1999998093,3.2000000477,4.1999998093,3.2999999523,3.2999999523,3.5,3.4000000954,3.2999999523,3.5,3.5,2.9000000954,3.5999999046
1644625496, ,4.1999998093,3.2000000477,4.1999998093,3.2999999523,3.2999999523,3.5,3.4000000954,3.2999999523,3.5,3.5,2.9000000954,3.5
