Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
stage_in_remote_local_0,1,2664.000.000,192.168.5.10,1645766105,1645766105,1645766108,1645766110,1645766110,1645766110,1645766115,0,5,5
frequency,ID0000064,2728.000.000,192.168.5.101,1645771759,1645771777,1645772488,1645772490,1645772490,1645772490,1645772495,18,713,5
individuals,ID0000024,2716.000.000,192.168.5.108,1645766167,1645766271,1645767239,1645767244,1645767244,1645767244,1645767249,104,973,5
individuals,ID0000031,2678.000.000,192.168.5.111,1645766125,1645766169,1645766939,1645766939,1645766939,1645766940,1645766944,44,770,5
individuals,ID0000047,2692.000.000,192.168.5.109,1645766141,1645766211,1645767159,1645767164,1645767164,1645767164,1645767169,70,953,5
stage_in_remote_local_2,1,2667.000.000,192.168.5.10,1645766105,1645766106,1645766108,1645766110,1645766110,1645766110,1645766115,1,4,5
individuals,ID0000021,2719.000.000,192.168.5.101,1645766173,1645766848,1645767491,1645767494,1645767494,1645767495,1645767499,675,646,5
individuals,ID0000027,2711.000.000,192.168.5.103,1645766162,1645766269,1645767282,1645767284,1645767284,1645767284,1645767289,107,1015,5
individuals,ID0000040,2695.000.000,192.168.5.110,1645766146,1645766183,1645767060,1645767064,1645767064,1645767065,1645767069,37,881,5
individuals,ID0000019,2707.000.000,192.168.5.107,1645766157,1645766200,1645767200,1645767204,1645767204,1645767205,1645767209,43,1004,5
individuals,ID0000035,2675.000.000,192.168.5.101,1645766125,1645766173,1645766919,1645766919,1645766919,1645766919,1645766924,48,746,5
individuals,ID0000036,2676.000.000,192.168.5.101,1645766125,1645766173,1645766911,1645766914,1645766914,1645766914,1645766919,48,741,5
individuals,ID0000011,2703.000.000,192.168.5.112,1645766152,1645766241,1645766989,1645766994,1645766994,1645766994,1645766999,89,753,5
mutation_overlap,ID0000061,2731.000.000,192.168.5.111,1645771764,1645771777,1645771982,1645771985,1645771985,1645771985,1645771990,13,208,5
