1645772814	 	3.4	3.6	3.3	3.4	3.4	3.5	0	0	3.3	3.3	3.3	3.4	3.2	3.7	0	0	3.4	3.5	3.5	3.6	3.3	3.5	0	0
1645772815	 	3.4	3.6	3.5	3.4	3.5	3.4	0	0	3.3	3.3	3.3	3.4	3.2	3.7	0	0	3.4	3.5	3.5	3.6	3.3	3.5	0	0
1645772816	 	3.4	3.6	3.5	3.4	3.5	3.4	0	0	3.7	3.4	3.6	3.5	3.3	3.5	0	0	3.4	3.5	3.5	3.6	3.3	3.5	0	0
1645772817	 	3.4	3.6	3.5	3.4	3.5	3.4	0	0	3.7	3.4	3.6	3.5	3.3	3.5	0	0	3.5	3.4	3.5	3.4	3.4	3.5	0	0
1645772818	 	3.3	3.5	3.4	3.6	3.5	3.4	0	0	3.7	3.4	3.6	3.5	3.3	3.5	0	0	3.5	3.4	3.5	3.4	3.4	3.5	0	0
1645772819	 	3.3	3.5	3.4	3.6	3.5	3.4	0	0	3.4	3.2	3.6	3.5	3.3	3.5	0	0	3.2	3.4	3.5	3.4	3.4	3.5	0	0
1645772820	 	3.4	3.3	3.3	3.4	3.4	3.5	0	0	3.4	3.2	3.5	3.4	3.4	3.4	0	0	3.2	3.5	3.5	3.3	3.3	3.4	0	0
1645772821	 	3.4	3.3	3.3	3.4	3.4	3.5	0	0	3.4	3.2	3.5	3.4	3.4	3.4	0	0	3.2	3.5	3.5	3.3	3.3	3.4	0	0
1645772822	 	3.4	3.3	3.3	3.4	3.4	3.5	0	0	3.3	3.3	3.4	3.3	3.3	3.3	0	0	3.3	3.5	3.5	3.3	3.3	3.4	0	0
1645772823	 	3.4	3.3	3.3	3.4	3.4	3.5	0	0	3.3	3.3	3.4	3.3	3.3	3.3	0	0	3.3	3.5	3.5	3.6	3.4	3.3	0	0
1645772824	 	3.4	3.6	3.5	3.3	3.5	3.6	0	0	3.2	3.5	3.9	3.4	3.3	3.3	0	0	3.3	3.5	3.5	3.6	3.4	3.3	0	0
1645772825	 	3.3	3.5	3.5	3.3	3.5	3.6	0	0	3.2	3.5	3.9	3.4	3.3	3.3	0	0	3.5	3.5	3.5	3.5	3.4	3.3	0	0
1645772826	 	3.3	3.5	3.5	3.3	3.5	3.6	0	0	3.2	3.5	3.9	3.4	3.3	3.6	0	0	3.5	3.5	3.5	3.5	3.4	3.4	0	0
1645772827	 	3.3	3.5	3.5	3.5	3.5	3.4	0	0	3.2	3.5	3.9	3.4	3.3	3.6	0	0	3.5	3.5	3.5	3.5	3.4	3.4	0	0
1645772828	 	3.3	3.6	3.4	3.5	3.5	3.4	0	0	3.4	3.3	3.8	3.5	3.3	3.5	0	0	3.5	3.4	3.6	3.4	3.4	3.4	0	0
1645772829	 	3.3	3.6	3.4	3.5	3.5	3.4	0	0	3.4	3.3	3.8	3.5	3.3	3.5	0	0	3.5	3.4	3.6	3.4	3.4	3.5	0	0
1645772830	 	3.3	3.6	3.4	3.6	3.3	3.4	0	0	3.4	3.3	3.8	3.5	3.3	3.5	0	0	3.5	3.4	3.6	3.4	3.4	3.5	0	0
1645772831	 	3.4	3.5	3.3	3.4	3.6	3.4	0	0	3.4	3.2	3.4	3.3	3.2	3.6	0	0	3.3	3.4	3.4	3.5	3.9	3.7	0	0
1645772832	 	3.4	3.5	3.3	3.4	3.6	3.4	0	0	3.4	3.2	3.4	3.3	3.2	3.6	0	0	3.3	3.4	3.4	3.5	3.9	3.7	0	0
1645772833	 	3.4	3.5	3.3	3.4	3.6	3.4	0	0	3.4	3.2	3.4	3.3	3.2	3.6	0	0	3.3	3.4	3.4	3.5	3.9	3.7	0	0
1645772834	 	3.4	3.5	3.3	3.4	3.6	3.4	0	0	3.3	3.4	3.5	3.4	3.3	3.2	0	0	3.3	3.5	3.6	3.6	3.1	3.4	0	0
1645772835	 	3.4	3.5	3.4	3.8	3.5	3.4	0	0	3.3	3.4	3.5	3.4	3.3	3.2	0	0	3.3	3.5	3.6	3.6	3.1	3.4	0	0
1645772836	 	3.4	3.5	3.4	3.8	3.5	3.4	0	0	3.4	3.4	3.5	3.4	3.4	3.5	0	0	3.3	3.5	3.6	3.6	3.1	3.4	0	0
1645772837	 	3.4	3.5	3.4	3.8	3.5	3.4	0	0	3.4	3.4	3.5	3.4	3.4	3.5	0	0	3.4	3.5	3.6	3.6	3.5	3.4	0	0
1645772838	 	3.2	3.6	3.4	3.5	3.4	3.4	0	0	3.5	3.4	3.5	3.4	3.4	3.5	0	0	3.4	3.5	3.6	3.6	3.5	3.4	0	0
1645772839	 	3.2	3.6	3.4	3.5	3.4	3.4	0	0	3.5	3.3	3.4	3.4	3.3	3.4	0	0	3.4	3.5	3.6	3.6	3.5	3.4	0	0
1645772840	 	3.2	3.6	3.4	3.5	3.4	3.4	0	0	3.5	3.3	3.4	3.4	3.3	3.4	0	0	3.4	3.5	3.5	3.4	3.3	3.7	0	0
1645772841	 	3.4	3.5	3.3	3.4	3.5	3.5	0	0	3.5	3.3	3.4	3.4	3.3	3.4	0	0	3.4	3.5	3.5	3.4	3.3	3.7	0	0
1645772842	 	3.4	3.5	3.3	3.4	3.5	3.5	0	0	3.5	3.4	3.4	3.3	3.2	3.3	0	0	3.1	4	3.4	3.4	3.3	3.7	0	0
1645772843	 	3.5	3.5	3.3	3.4	3.5	3.5	0	0	3.5	3.4	3.4	3.3	3.2	3.3	0	0	3.1	4	3.4	3.5	3.2	3.6	0	0
1645772844	 	3.5	3.4	3.3	3.5	3.5	3.5	0	0	3.5	3.4	3.4	3.3	3.2	3.3	0	0	3.1	4	3.4	3.5	3.2	3.6	0	0
1645772845	 	3.5	3.4	3.3	3.5	3.5	3.5	0	0	3.4	3.4	3.6	3.3	3.2	3.3	0	0	3.5	3.5	3.5	3.5	3.2	3.6	0	0
1645772846	 	3.3	3.6	3.5	3.5	3.5	3.4	0	0	3.4	3.4	3.6	3.4	3.5	3.6	0	0	3.5	3.5	3.5	3.5	3.8	3.4	0	0
1645772847	 	3.3	3.6	3.5	3.5	3.5	3.4	0	0	3.4	3.4	3.6	3.4	3.5	3.6	0	0	3.5	3.5	3.5	3.5	3.8	3.4	0	0
1645772848	 	3.3	3.6	3.5	3.5	3.5	3.4	0	0	3.4	3.5	3.6	3.5	3.5	3.6	0	0	3.5	3.3	3.5	3.5	3.4	3.4	0	0
1645772849	 	3.2	3.5	3.3	3.5	3.5	3.4	0	0	3.4	3.5	3.6	3.5	3.3	3.5	0	0	3.5	3.3	3.5	3.5	3.4	3.4	0	0
1645772850	 	3.2	3.5	3.3	3.5	3.4	3.4	0	0	3.5	3.3	3.5	3.3	3.2	3.5	0	0	3.5	3.3	3.5	3.5	3.4	3.4	0	0
1645772851	 	3.5	3.4	3.4	3.3	3.3	3.4	0	0	3.5	3.3	3.5	3.3	3.2	3.5	0	0	3.4	3.4	3.5	3.3	3.6	3.7	0	0
1645772852	 	3.5	3.4	3.4	3.3	3.3	3.5	0	0	3.5	3.3	3.5	3.3	3.2	3.5	0	0	3.4	3.4	3.5	3.3	3.6	3.7	0	0
1645772853	 	3.5	3.4	3.4	3.3	3.3	3.5	0	0	3.4	3.3	3.4	3.3	3.2	3.4	0	0	3.4	3.4	3.5	3.3	3.6	3.7	0	0
1645772854	 	3.5	3.5	3.6	3.5	3.5	3.5	0	0	3.4	3.3	3.4	3.3	3.2	3.4	0	0	3.5	3.6	3.4	3.6	3.4	3.5	0	0
